90000295,15:12,scraped
90000052,15:13,estimated
90000053,15:14,estimated
90000054,15:15,estimated
90000055,15:17,scraped
90000056,15:18,estimated
90000296,15:20,scraped
90000297,15:22,estimated
90000298,15:23,scraped
90000458,15:25,estimated
90000460,15:27,estimated
90000015,15:29,scraped
10000802,15:34,scraped
10000802,15:35,scraped
10000854,15:35,estimated
13001201,15:38,scraped
13001523,15:39,estimated
13001300,15:41,scraped
13001525,15:42,estimated
14001526,15:45,estimated
14001527,15:46,estimated
14001528,15:47,estimated
14001500,15:49,scraped
14001500,15:51,scraped
14001561,15:53,estimated
14001626,15:54,estimated
14001542,15:56,scraped
14001543,15:56,estimated
14001544,15:57,estimated
14001620,15:58,estimated
14001612,15:59,estimated
99900001,16:00,scraped
99900003,16:00,estimated
14001602,16:01,estimated
14001660,16:02,estimated
14001603,16:02,estimated
14001604,16:04,scraped
14001647,16:05,estimated
14001648,16:05,estimated
14001649,16:07,estimated
14001655,16:08,scraped
