13001300,07:16,scraped
13001334,07:17,estimated
13001335,07:18,estimated
13001209,07:18,estimated
13001210,07:19,estimated
13001211,07:20,estimated
13001222,07:21,scraped
13001223,07:22,estimated
13001207,07:23,estimated
10000900,07:25,estimated
10000901,07:27,scraped
10000875,07:27,estimated
10000865,07:29,scraped
10000863,07:30,scraped
10000835,07:31,estimated
90000145,07:33,estimated
90000075,07:34,scraped
90000075,07:36,scraped
90000348,07:41,estimated
90000260,07:43,estimated
90000261,07:44,estimated
90000421,07:45,scraped
90000306,07:45,estimated
90000559,07:46,scraped
90000308,07:46,estimated
90000504,07:47,scraped
90000356,07:49,scraped
90000357,07:49,estimated
90000358,07:50,estimated
90000359,07:50,estimated
90000360,07:51,estimated
90000361,07:52,scraped
90000362,07:52,estimated
90000363,07:53,scraped
90000364,07:53,estimated
90000740,07:54,estimated
90000439,07:55,scraped
90000440,07:56,estimated
90000754,07:56,estimated
90000367,07:57,estimated
90000366,07:58,scraped
