90000075,06:51,scraped
90000068,06:51,estimated
10000955,06:56,scraped
10000956,06:57,estimated
10000860,06:58,scraped
10000830,06:59,estimated
10000817,07:01,estimated
10000950,07:02,estimated
99900008,07:03,scraped
10000952,07:04,estimated
10000923,07:06,scraped
10000925,07:07,estimated
10000834,07:09,estimated
10000886,07:11,scraped
10000877,07:11,estimated
10000907,07:12,estimated
10000908,07:13,scraped
10000909,07:13,estimated
10000910,07:15,estimated
10000874,07:17,scraped
10000872,07:17,estimated
10000871,07:18,scraped
10000868,07:19,estimated
10000867,07:20,estimated
10000865,07:21,scraped
10000863,07:22,estimated
10000837,07:23,estimated
10000838,07:25,scraped
10000926,07:26,estimated
10000828,07:27,estimated
10000858,07:28,estimated
10000821,07:29,scraped
10000822,07:29,estimated
10000802,07:31,scraped
