90000232,15:56,scraped
90000146,15:56,estimated
90000084,15:57,estimated
90000268,15:59,scraped
90000192,16:00,estimated
90000270,16:01,scraped
90000271,16:02,estimated
90000272,16:03,estimated
90000273,16:04,estimated
90000263,16:05,scraped
90000093,16:06,estimated
90000295,16:08,scraped
90000052,16:09,estimated
90000053,16:10,estimated
90000054,16:11,estimated
90000055,16:13,scraped
90000056,16:13,estimated
90000167,16:15,estimated
90000168,16:16,estimated
90000096,16:17,scraped
90000097,16:17,estimated
90000098,16:18,estimated
90000276,16:19,scraped
11000100,16:20,estimated
11000101,16:21,estimated
90000277,16:23,scraped
