14001500,10:53,scraped
14001561,10:55,scraped
14001588,10:56,estimated
14001589,10:58,estimated
14001590,10:59,estimated
14001591,11:00,estimated
14001592,11:01,scraped
14001593,11:01,estimated
14001594,11:01,estimated
14001595,11:02,scraped
14001596,11:02,estimated
14001564,11:05,estimated
14001608,11:07,scraped
14001609,11:08,estimated
14001610,11:09,estimated
14001611,11:10,scraped
14001562,11:10,estimated
14001567,11:11,estimated
14001568,11:12,scraped
14001569,11:12,estimated
14001570,11:12,estimated
14001650,11:14,scraped
14001500,11:18,scraped
