90000287,16:45,scraped
90000083,16:46,estimated
90000132,16:47,scraped
90000133,16:47,estimated
90000435,16:48,estimated
90000557,16:48,estimated
90000437,16:49,estimated
90000239,16:50,scraped
90000240,16:50,estimated
90000045,16:52,scraped
90000241,16:52,estimated
90000242,16:53,estimated
90000040,16:54,estimated
90000243,16:55,estimated
90000244,16:57,estimated
90000245,16:58,scraped
90000247,16:59,estimated
90000248,16:59,estimated
90000249,17:00,estimated
90000250,17:01,estimated
90000251,17:03,scraped
90000037,17:05,estimated
90000049,17:07,estimated
90000050,17:08,estimated
90000295,17:10,scraped
90000011,17:11,estimated
90000330,17:13,scraped
90000331,17:13,estimated
90000332,17:16,scraped
90000003,17:17,estimated
90000004,17:19,scraped
90000061,17:21,estimated
90000062,17:22,estimated
90000063,17:22,estimated
90000064,17:23,estimated
90000020,17:24,scraped
