14001655,13:38,scraped
14001638,13:38,estimated
14001639,13:39,estimated
14001640,13:39,estimated
14001613,13:40,scraped
14001614,13:40,estimated
14001661,13:40,estimated
14001615,13:41,estimated
14001605,13:42,scraped
14001610,13:42,estimated
14001611,13:43,estimated
14001587,13:44,estimated
14001580,13:46,estimated
14001541,13:47,scraped
14001634,13:47,estimated
14001597,13:48,estimated
14001500,13:50,scraped
14001500,13:52,scraped
14001501,13:53,estimated
14001502,13:54,estimated
14001503,13:54,estimated
13001504,13:56,estimated
13001300,13:58,scraped
13001506,13:59,estimated
13001507,14:00,scraped
10000856,14:02,estimated
10000802,14:04,scraped
10000802,14:05,scraped
90000016,14:08,scraped
90000481,14:09,estimated
90000483,14:10,estimated
90000330,14:12,scraped
90000331,14:12,estimated
90000332,14:14,scraped
90000003,14:15,estimated
90000004,14:17,scraped
90000001,14:17,estimated
90000002,14:18,estimated
90000027,14:19,estimated
90000028,14:20,estimated
90000295,14:22,scraped
