14001500,08:51,scraped
14001600,08:51,estimated
14001601,08:53,estimated
14001652,08:54,scraped
14001653,08:55,estimated
14001629,08:56,estimated
14001630,08:56,estimated
14001631,08:57,scraped
14001632,08:57,estimated
14001586,08:59,estimated
14001620,09:00,scraped
14001606,09:00,estimated
14001607,09:01,estimated
14001608,09:03,scraped
14001563,09:04,estimated
14001588,09:06,estimated
14001589,09:07,estimated
14001590,09:08,estimated
14001591,09:09,estimated
14001592,09:10,scraped
14001593,09:10,estimated
14001594,09:11,estimated
14001595,09:12,scraped
14001596,09:12,estimated
14001597,09:14,scraped
14001500,09:16,scraped
