16040619,Háholt,Háholt,64.16723700000097,-21.693796999991655
16040624,Vesturlandsvegur / Ásland,Ásland,64.17142400000174,-21.677767999996703
16040653,Leirvogstunga,Leirvogstunga,64.18310700000053,-21.68256999999846
90000747,Esjumelar,Esjumelar,64.19412600000027,-21.697398000004355
90000702,Esjurætur,Esjurætur,64.20841899999866,-21.712028000003386
90000703,Klébergsskóli,Klébergsskóli,64.2378890000009,-21.824185000002867
90000704,Vallargrund / Esjugrund,Esjugrund,64.24082399999845,-21.82804799999865
90000705,Esjuskáli,Esjuskáli,64.24186200000179,-21.829998999999297
30001822,Þjóðbraut,Þjóðbraut,64.32620799999589,-22.055538
30001827,Bresaflöt,Bresaflöt,64.32272699999653,-22.05707199999263
30001823,Innnesvegur,Innnesvegur,64.31988500000199,-22.059071000001182
30001807,Garðabraut,Garðabraut,64.3196209999966,-22.06373599999168
30001808,Bæjarskrifstofan,Bæjarskrifstofan,64.32034699999971,-22.06984199999835
30001809,Kirkjubraut / Stillholt,Stillholt,64.32148699999885,-22.075412999998495
30001810,Akratorg,Akratorg,64.31777500000334,-22.082324000008015
