stopId,long_name,short_name,latitude,longitude,accusative_case,genitive_case
14001549,Strandgata / Suðurbæjarlaug,Suðurbæjarlaug,64.0599852,-21.96376109,Suðurbæjarlaug,Suðurbæjarlaugar
14001550,Suðurbraut / Smárabarð,Smárabarð,64.06013155,-21.96668809,Smárabarði,Smárabarðs
14001551,Hjallabraut / Miðvangur,Miðvangur,64.079562,-21.958359,Miðvangi,Miðvangs
14001552,Hjallabraut / Víðivangur,Víðivangur,64.079396,-21.962947,Víðivangi,Víðivangs
14001553,Skjólvangur,Skjólvangur,64.077692,-21.966353,Skjólvangi,Skjólvangs
14001554,Sundhöll Hafnarfjarðar,Sundhöll Hafnarfjarðar,64.072793,-21.969544,Sundhöll Hafnarfjarðar,Sundhallar Hafnarfjarðar
14001555,Vesturgata / Bungalow,Bungalow,64.070666,-21.965677,Bungalow,Bungalow
14001556,Vesturgata / Vesturbraut,Vesturbraut,64.069819,-21.963072,Vesturbraut,Vesturbrautar
14001558,Suðurbraut / Hvaleyrarbraut,Hvaleyrarbraut,64.05657595,-21.97756122,Hvaleyrarbraut,Hvaleyrarbrautar
14001561,Lækjargata,Lækjargata,64.067288,-21.947194,Lækjargötu,Lækjargötu
14001562,Suðurbraut / Melabraut,Melabraut,64.058801,-21.971656,Melabraut,Melabrautar
14001563,Kaldárselsvegur,Kaldárselsvegur,64.058817,-21.939937,Kaldárselsvegi,Kaldárselsvegar
14001564,Kaldárselsvegur,Kaldárselsvegur,64.058904,-21.940189,Kaldárselsvegi,Kaldárselsvegar
14001567,Háholt / Akurholt,Akurholt,64.055659,-21.979984,Akurholti,Akurholts
14001568,Háholt / Bæjarholt,Bæjarholt,64.05701,-21.982707,Bæjarholti,Bæjarholts
14001569,Háholt / Hörgsholt,Hörgsholt,64.057772,-21.98542,Hörgsholti,Hörgsholts
14001570,Miklaholt,Miklaholt,64.059531,-21.986919,Miklaholti,Miklaholts
14001577,Fjarðarkaup,Fjarðarkaup,64.081496,-21.938211,Fjarðarkaupum,Fjarðarkaupa
14001580,Jófríðarstaðavegur,Jófríðarstaðavegur,64.062611,-21.953708,Jófríðarstaðavegi,Jófríðarstaðavegar
14001582,Álfaskeið / Mávahraun,Mávahraun,64.074792,-21.942185,Mávahrauni,Mávahrauns
14001583,Sólvangur,Sólvangur,64.0689,-21.939511,Sólvangi,Sólvangs
14001585,Hjallahraun,Hjallahraun,64.078219,-21.947617,Hjallahrauni,Hjallahrauns
14001586,Suðurbraut / Þúfubarð,Þúfubarð,64.058719,-21.971502,Þúfubarði,Þúfubarðs
14001587,Suðurbæjarlaug,Suðurbæjarlaug,64.060403,-21.962432,Suðurbæjarlaug,Suðurbæjarlaugar
14001588,Hlíðarberg / 10-11,10-11,64.066405,-21.935842,10-11,10-11
14001589,Hlíðarberg / Birkihlíð,Birkihlíð,64.062642,-21.93457,Birkihlíð,Birkihlíðar
14001590,Hlíðarberg / Engjahlíð,Engjahlíð,64.060324,-21.932901,Engjahlíð,Engjahlíðar
14001591,Hlíðarberg / Sóleyjarhlíð,Sóleyjarhlíð,64.058767,-21.927344,Sóleyjarhlíð,Sóleyjarhlíðar
14001592,Hlíðarberg / Móberg,Móberg,64.060179,-21.92368,Móbergi,Móbergs
14001593,Hlíðarberg / Lindarberg,Lindarberg,64.062247,-21.925334,Lindarbergi,Lindarbergs
14001594,Hlíðarberg / Klettaberg,Klettaberg,64.064481,-21.927641,Klettabergi,Klettabergs
14001595,Setbergsskóli,Setbergsskóli,64.066093,-21.933594,Setbergsskóla,Setbergsskóla
14001596,Hlíðarberg / Hamraberg,Hamraberg,64.067181,-21.936016,Hamrabergi,Hamrabergs
14001597,Lækjargata,Lækjargata,64.06738387,-21.94798208,Lækjargötu,Lækjargötu
14001600,Strandgata / Fjörukráin,Fjörukráin,64.065194,-21.956773,Fjörukránni,Fjörukráarinnar
14001601,Strandgata / Flensborgartorg,Flensborgartorg,64.062178,-21.96172,Flensborgartorgi,Flensborgartorgs
14001602,Kirkjuvellir,Kirkjuvellir,64.050653,-21.982217,Kirkjuvöllum,Kirkjuvalla
14001603,Daggarvellir,Daggarvellir,64.048205,-21.980835,Daggarvöllum,Daggarvalla
14001604,Hraunvallaskóli,Hraunvallaskóli,64.0456,-21.979188,Hraunvallaskóla,Hraunvallaskóla
14001605,Haukahús,Haukahús,64.053245,-21.971125,Haukahúsum,Haukahúsa
14001606,Ástjörn,Ástjörn,64.054096,-21.965867,Ástjörn,Ástjarnar
14001607,Ásbraut / Álftaás,Álftaás,64.056631,-21.957028,Álftaási,Álftaáss
14001608,Vörðutorg,Vörðutorg,64.055725,-21.945865,Vörðutorgi,Vörðutorgs
14001609,Ásbraut / Álftaás,Álftaás,64.056765,-21.956984,Álftaási,Álftaáss
14001610,Ástjörn,Ástjörn,64.054939,-21.965701,Ástjörn,Ástjarnar
14001611,Suðurhvammur,Suðurhvammur,64.057241,-21.965128,Suðurhvammi,Suðurhvamms
14001612,Haukahús,Haukahús,64.053334,-21.971691,Haukahúsum,Haukahúsa
14001613,Hraunvallaskóli,Hraunvallaskóli,64.045546,-21.979055,Hraunvallaskóla,Hraunvallaskóla
14001614,Daggarvellir,Daggarvellir,64.048361,-21.980808,Daggarvöllum,Daggarvalla
14001615,Kirkjuvellir,Kirkjuvellir,64.050623,-21.981941,Kirkjuvöllum,Kirkjuvalla
14001616,Ásvallalaug,Ásvallalaug,64.05277223,-21.97520477,Ásvallalaug,Ásvallalaugar
14001617,Kirkjutorg,Kirkjutorg,64.05156626,-21.98011716,Kirkjutorgi,Kirkjutorgs
14001618,Kirkjutorg,Kirkjutorg,64.05159347,-21.97966918,Kirkjutorgi,Kirkjutorgs
14001619,Ásvallalaug,Ásvallalaug,64.05267409,-21.97517372,Ásvallalaug,Ásvallalaugar
14001620,Kelduhvammur,Kelduhvammur,64.057287,-21.965357,Kelduhvammi,Kelduhvamms
14001623,Fjarðarkaup,Fjarðarkaup,64.081496,-21.939794,Fjarðarkaupum,Fjarðarkaupa
14001624,Skútahraun / Slökkvistöð,Slökkvistöð,64.081646,-21.936967,Slökkvistöð,Slökkvistöðvar
14001626,Grænakinn,Grænakinn,64.06599452,-21.94518275,Grænukinn,Grænukinnar
14001627,Álfaskeið,Álfaskeið,64.071382,-21.941172,Álfaskeiði,Álfaskeiðs
14001629,Miklaholt,Miklaholt,64.0596,-21.986931,Miklaholti,Miklaholts
14001630,Háholt / Hörgsholt,Hörgsholt,64.057631,-21.985165,Hörgsholti,Hörgsholts
14001631,Háholt / Bæjarholt,Bæjarholt,64.056916,-21.982859,Bæjarholti,Bæjarholts
14001632,Háholt / Akurholt,Akurholt,64.055568,-21.979975,Akurholti,Akurholts
14001634,Grænakinn,Grænakinn,64.066075,-21.944604,Grænukinn,Grænukinnar
14001635,Hrafnista,Hrafnista,64.079055,-21.971916,Hrafnistu,Hrafnistu
14001636,Herjólfsgata / Útsýnispallur,Útsýnispallur,64.075019,-21.973149,Útsýnispalli,Útsýnispalls
14001637,Herjólfsgata / Útsýnispallur,Útsýnispallur,64.075105,-21.972971,Útsýnispalli,Útsýnispalls
14001638,Hnoðravellir,Hnoðravellir,64.043228,-21.96752,Hnoðravöllum,Hnoðravalla
14001639,Glitvellir,Glitvellir,64.042419,-21.975854,Glitvöllum,Glitvalla
14001640,Hvannavellir,Hvannavellir,64.043017,-21.97781,Hvannavöllum,Hvannavalla
14001641,Flatahraun / Álfaskeið,Álfaskeið,64.075742,-21.941716,Álfaskeiði,Álfaskeiðs
14001642,Bæjarhraun / Flatahraun,Flatahraun,64.07722,-21.939841,Flatahrauni,Flatahrauns
14001643,Bæjarhraun,Bæjarhraun,64.079598,-21.94057,Bæjarhrauni,Bæjarhrauns
14001644,Bæjarhraun,Bæjarhraun,64.079588,-21.940795,Bæjarhrauni,Bæjarhrauns
14001645,Bæjarhraun / Flatahraun,Flatahraun,64.077163,-21.940054,Flatahrauni,Flatahrauns
14001646,Flatahraun / Álfaskeið,Álfaskeið,64.075916,-21.941896,Álfaskeið,Álfaskeiðs
14001647,Hvannavellir,Hvannavellir,64.043003,-21.977966,Hvannavöllum,Hvannavalla
14001648,Glitvellir,Glitvellir,64.04234,-21.97579,Glitvöllum,Glitvalla
14001649,Hnoðravellir,Hnoðravellir,64.043163,-21.967206,Hnoðravöllum,Hnoðravalla
14001650,Hvaleyrarbraut / Brekkutröð,Brekkutröð,64.060387,-21.978211,Brekkutröð,Brekkutraðar
14001651,Hvaleyrarbraut / Stapagata,Stapagata,64.062421,-21.968676,Stapagötu,Stapagötu
14001652,Hvaleyrarbraut / Stapagata,Stapagata,64.062475,-21.968682,Stapagötu,Stapagötu
14001653,Hvaleyrarbraut / Brekkutröð,Brekkutröð,64.060473,-21.978384,Brekkutröð,Brekkutraðar
14001655,Klukkuvellir,Klukkuvellir,64.043669,-21.96265,Klukkuvöllum,Klukkuvalla
14001660,Akurvellir,Akurvellir,64.049266,-21.983866,Akurvöllum,Akurvalla
14001661,Akurvellir,Akurvellir,64.049251,-21.983721,Akurvöllum,Akurvalla
14001662,Kirkjugarður Hafnarfjarðar,Kirkjugarður Hafnarfjarðar,64.06170569,-21.94200698,Kirkjugörðum Hafnarfjarðar,Kirkjugarða Hafnarfjarða
16031307,Eyvindarstaðavegur,Eyvindarstaðavegur,64.106446,-22.009607,Eyvindarstaðavegi,Eyvindarstaðavegar
16031308,Túngata,Túngata,64.109385,-22.012975,Túngötu,Túngötu
16031309,Jörfavegur,Jörfavegur,64.114948,-22.005857,Jörfavegi,Jörfavegar
16031310,Túngata,Túngata,64.109253,-22.012978,Túngötu,Túngötu
16031311,Sjávargata,Sjávargata,64.109517,-22.018227,Sjávargötu,Sjávargötu
16031312,Hólmatún,Hólmatún,64.108251,-22.021435,Hólmatúni,Hólmatúns
16031313,Mýrarkot,Mýrarkot,64.104417,-22.027198,Mýrarkoti,Mýrarkots
16031314,Bakkavegur,Bakkavegur,64.10216,-22.026917,Bakkavegi,Bakkavegar
16031315,Höfðabraut,Höfðabraut,64.100105,-22.025576,Höfðabraut,Höfðabrautar
16031317,Brekkuland,Brekkuland,64.100621,-22.019045,Brekkulandi,Brekkulands
16031318,Höfðabraut,Höfðabraut,64.100226,-22.025543,Höfðabraut,Höfðabrautar
16031319,Brekkuland,Brekkuland,64.100562,-22.018891,Brekkulandi,Brekkulands
16031320,Breiðamýri,Breiðamýri,64.102341,-22.017874,Breiðumýri,Breiðumýrar
16031321,Álftanesvegur / Bessastaðir,Bessastaðir,64.102592,-22.009632,Bessastöðum,Bessastaða
16031322,Norðurnesvegur / Bessastaðir,Bessastaðir,64.102255,-22.009887,Bessastöðum,Bessastaða
16031323,Suðurnesvegur / Klukkuholt,Klukkuholt,64.102224,-22.02678,Klukkuholti,Klukkuholts
16031324,Suðurnesvegur / Mýrarkot,Mýrarkot,64.104473,-22.027019,Mýrarkoti,Mýrarkots
16031325,Suðurnesvegur / Vesturtún,Vesturtún,64.108264,-22.021144,Vesturtúni,Vesturtúns
16031326,Suðurnesvegur / Sjávargata,Sjávargata,64.109501,-22.017855,Sjávargötu,Sjávargötu
16031327,Eyvindarstaðavegur,Eyvindarstaðavegur,64.106082,-22.009842,Eyvindarstaðavegi,Eyvindarstaðavegar
16040604,Baugshlíð / Skálatún,Skálatún,64.15955,-21.725659,Skálatúni,Skálatúns
16040606,Baugshlíð / Klapparhlíð,Klapparhlíð,64.163149,-21.727952,Klapparhlíð,Klapparhlíðar
16040607,Álfatangi / Bollatangi,Bollatangi,64.168511,-21.717552,Bollatanga,Bollatanga
16040608,Álfatangi / Brekkutangi,Brekkutangi,64.169358,-21.714603,Brekkutanga,Brekkutanga
16040609,Álfatangi / Þverholt,Þverholt,64.170057,-21.709025,Þverholti,Þverholts
16040610,Skeiðholt,Skeiðholt,64.169143,-21.70118,Skeiðholti,Skeiðholts
16040611,Varmárskóli,Varmárskóli,64.169867,-21.692703,Varmárskóla,Varmárskóla
16040612,Háholt,Háholt,64.167206,-21.694366,Háholti,Háholts
16040613,Reykjavegur / Jónsteigur,Jónsteigur,64.163313,-21.687658,Jónsteigi,Jónsteigs
16040614,Reykjavegur / Dælustöðvarvegur,Dælustöðvarvegur,64.158347,-21.670779,Dælustöðvarvegi,Dælustöðvarvegar
16040615,Reykjavegur,Reykjavegur,64.155738,-21.663995,Reykjavegi,Reykjavegar
16040616,Lágafellsskóli,Lágafellsskóli,64.167079,-21.722706,Lágafellsskóla,Lágafellsskóla
16040617,Reykjavegur,Reykjavegur,64.155779,-21.663893,Reykjavegi,Reykjavegar
16040618,Reykjavegur / Dælustöðvarvegur,Dælustöðvarvegur,64.158349,-21.670577,Dælustöðvarvegi,Dælustöðvarvegar
16040619,Háholt,Háholt,64.167237,-21.693797,Háholti,Háholts
16040620,Bjarkarholt,Bjarkarholt,64.16571436,-21.70505318,Bjarkarholti,Bjarkarholts
16040622,Reykjavegur / Jónsteigur,Jónsteigur,64.164059,-21.689208,Jónsteigi,Jónsteigs
16040624,Vesturlandsvegur / Ásland,Ásland,64.171424,-21.677768,Áslandi,Áslands
16040634,Varmárskóli,Varmárskóli,64.169968,-21.692647,Varmárskóla,Varmárskóla
16040635,Skeiðholt,Skeiðholt,64.169128,-21.701525,Skeiðholti,Skeiðholts
16040636,Álfatangi / Þverholt,Þverholt,64.170266,-21.708993,Þverholti,Þverholts
16040637,Álfatangi / Arnartangi,Arnartangi,64.169378,-21.715147,Arnartanga,Arnartanga
16040638,Álfatangi / Skeljatangi,Skeljatangi,64.168442,-21.717853,Skeljatanga,Skeljatanga
16040639,Lágafellsskóli,Lágafellsskóli,64.166032,-21.72591,Lágafellsskóla,Lágafellsskóla
16040641,Baugshlíð / Skálatún,Skálatún,64.159296,-21.725839,Skálatúni,Skálatúns
16040649,Baugshlíð / Blikastaðavegur,Blikastaðavegur,64.162987,-21.728159,Blikastaðavegi,Blikastaðavegar
16040650,Reykjavegur / Völuteigur,Völuteigur,64.160714,-21.68113,Völuteigi,Völuteigs
16040651,Reykjavegur / Völuteigur,Völuteigur,64.161111,-21.681836,Völuteigi,Völuteigs
16040652,Vesturlandsvegur / Ásland,Ásland,64.170692,-21.679204,Áslandi,Áslands
16040653,Leirvogstunga,Leirvogstunga,64.183107,-21.68257,Leirvogstungu,Leirvogstungu
16040655,Reykjalundur,Reykjalundur,64.162784,-21.66382,Reykjalundi,Reykjalundar
16040656,Tjaldanes,Tjaldanes,64.180301,-21.635617,Tjaldanesi,Tjaldaness
16040657,Mosfell,Mosfell,64.180536,-21.619704,Mosfelli,Mosfells
16040658,Lundur,Lundur,64.180738,-21.606306,Lundi,Lundar
16040659,Laxnes,Laxnes,64.180337,-21.590415,Laxnesi,Laxness
16040660,Lundur,Lundur,64.18083,-21.606564,Lundi,Lundar
16040661,Mosfell,Mosfell,64.180615,-21.619987,Mosfelli,Mosfells
16040662,Tjaldanes,Tjaldanes,64.18039,-21.635743,Tjaldanesi,Tjaldaness
30001807,Garðabraut,Garðabraut,64.319621,-22.063736,Garðabraut,Garðabrautar
30001808,Bæjarskrifstofan,Bæjarskrifstofan,64.320347,-22.069842,Bæjarskrifstofunni,Bæjarskrifstofunnar
30001809,Kirkjubraut / Stillholt,Stillholt,64.321487,-22.075413,Stillholti,Stillholts
30001810,Akratorg,Akratorg,64.317775,-22.082324,Akratorgi,Akratorgs
30001811,Kirkjubraut / Stillholt,Stillholt,64.321424,-22.074951,Stillholti,Stillholts
30001812,Bæjarskrifstofan,Bæjarskrifstofan,64.320307,-22.070044,Bæjarskrifstofunni,Bæjarskrifstofunnar
30001813,Garðabraut,Garðabraut,64.319543,-22.063943,Garðabraut,Garðabrautar
30001822,Þjóðbraut,Þjóðbraut,64.326208,-22.055538,Þjóðbraut,Þjóðbrautar
30001823,Innnesvegur,Innnesvegur,64.319885,-22.059071,Innnesvegi,Innnesvegar
30001824,Innnesvegur,Innnesvegur,64.320122,-22.059034,Innnesvegi,Innnesvegar
30001825,Þjóðbraut,Þjóðbraut,64.326173,-22.055417,Þjóðbraut,Þjóðbrautar
30001827,Bresaflöt,Bresaflöt,64.322727,-22.057072,Bresaflöt,Bresaflatar
30001828,Bresaflöt,Bresaflöt,64.322708,-22.05672,Bresaflöt,Bresaflatar
82000001,Fossnesti,Fossnesti,63.937022,-20.987522,Fossnesti,Fossnestis
82000002,Ráðhúsið,Ráðhúsið,63.937351,-21.001897,Ráðhúsinu,Ráðhússins
82000003,OLÍS Selfossi,OLÍS Selfossi,63.943484,-21.008142,OLÍS Selfossi,OLÍS Selfossi
82000004,Orkan Selfossi,Orkan Selfossi,63.945073,-21.010706,Orkunni Selfossi,Orkunnar Selfossi
82000005,Ráðhúsið,Ráðhúsið,63.937271,-21.001902,Ráðhúsinu,Ráðhússins
87160001,Shell Hveragerði,Shell Hveragerði,63.995733,-21.184938,Shell Hveragerði,Shell Hveragerðis
87160002,Shell Hveragerði,Shell Hveragerði,63.995618,-21.184848,Shell Hveragerði,Shell Hveragerði
90000001,Stjórnarráðið,Stjórnarráðið,64.147505,-21.934808,Stjórnarráðinu,Stjórnarráðsins
90000002,Þjóðleikhúsið,Þjóðleikhúsið,64.146762,-21.931048,Þjóðleikhúsinu,Þjóðleikhússins
90000003,Fríkirkjuvegur,Fríkirkjuvegur,64.143101,-21.940088,Fríkirkjuvegi,Fríkirkjuvegar
90000004,Menntaskólinn í Reykjavík / MR,MR,64.146477,-21.937258,MR,MR
90000006,Umferðarmiðstöðin,Umferðarmiðstöðin,64.13745846,-21.93423791,Umferðarmiðstöðinni,Umferðarmiðstöðvarinnar
90000009,Nauthólsvegur,Nauthólsvegur,64.130051,-21.930305,Nauthólsvegi,Nauthólsvegar
90000011,Snorrabraut,Snorrabraut,64.13875,-21.92142,Snorrabraut,Snorrabrautar
90000013,Kringlan,Kringlan,64.131921,-21.889215,Kringlunni,Kringlunnar
90000015,Kringlan,Kringlan,64.130009,-21.900467,Kringlunni,Kringlunnar
90000016,Kringlan,Kringlan,64.129588,-21.899836,Kringlunni,Kringlunnar
90000018,Ártún,Ártún,64.123754,-21.821591,Ártúni,Ártúns
90000019,Ártún,Ártún,64.124214,-21.822107,Ártúni,Ártúns
90000020,Grandi,Grandi,64.155814,-21.941402,Granda,Granda
90000021,Grandagarður,Grandagarður,64.153043,-21.95107,Grandagarði,Grandagarðs
90000022,Mýrargata,Mýrargata,64.151381,-21.948571,Mýrargötu,Mýrargötu
90000027,Frakkastígur,Frakkastígur,64.145559,-21.924936,Frakkastíg,Frakkastígs
90000028,Barónsstígur,Barónsstígur,64.144352,-21.918865,Barónsstíg,Barónsstígs
90000029,Klettagarðar / Skarfagarðar,Skarfagarðar,64.153822,-21.869633,Skarfagörðum,Skarfagarða
90000030,Þjóðskjalasafnið,Þjóðskjalasafnið,64.142627,-21.90634,Þjóðskjalasafninu,Þjóðskjalasafnsins
90000031,Gamla sjónvarpshúsið,Gamla sjónvarpshúsið,64.140661,-21.896676,Gamla sjónvarpshúsinu,Gamla sjónvarpshússins
90000032,Nordica,Nordica,64.140142,-21.887948,Nordica,Nordica
90000033,Laugardalshöll,Laugardalshöll,64.138023,-21.87757,Laugardalshöll,Laugardalshallar
90000034,Orkuhúsið,Orkuhúsið,64.135553,-21.873334,Orkuhúsinu,Orkuhússins
90000036,Teigar,Teigar,64.144585,-21.892053,Teigum,Teiga
90000037,Tún,Tún,64.143826,-21.892754,Túni,Túns
90000038,Fen,Fen,64.129481,-21.863616,Feni,Fens
90000039,Mörkin,Mörkin,64.129537,-21.863101,Mörkinni,Markarinnar
90000040,Nökkvavogur,Nökkvavogur,64.132949,-21.85522,Nökkvavogi,Nökkvavogs
90000041,Glæsibær,Glæsibær,64.133503,-21.869105,Glæsibæ,Glæsibæjar
90000042,Glæsibær,Glæsibær,64.132639,-21.868289,Glæsibæ,Glæsibæjar
90000044,Gnoðarvogur / Ljósheimar,Ljósheimar,64.13203,-21.863387,Ljósheimum,Ljósheima
90000045,Glæsibær,Glæsibær,64.133901,-21.867151,Glæsibæ,Glæsibæjar
90000046,Fjölskyldu og húsdýragarðurinn,Fjölskyldu og húsdýragarðurinn,64.136435,-21.874203,Fjölskyldu- og húsdýragarðinum,Fjölskyldu- og húsdýragarðsins
90000047,Laugardalshöll,Laugardalshöll,64.139196,-21.879543,Laugardalshöll,Laugardalshallar
90000048,Nordica,Nordica,64.140317,-21.889824,Nordica,Nordica
90000049,Hátún,Hátún,64.141195,-21.898187,Hátúni,Hátúns
90000050,Fíladelfía,Fíladelfía,64.142695,-21.905553,Fíladelfíu,Fíladelfíu
90000051,Klettagarðar / Skarfagarðar,Skarfagarðar,64.153716,-21.869696,Skarfagörðum,Skarfagarða
90000052,Barónsstígur,Barónsstígur,64.144475,-21.918978,Barónsstíg,Barónsstígs
90000053,Frakkastígur,Frakkastígur,64.145671,-21.92501,Frakkastíg,Frakkastígs
90000054,Þjóðleikhúsið,Þjóðleikhúsið,64.146842,-21.930941,Þjóðleikhúsinu,Þjóðleikhússins
90000055,Lækjartorg,Lækjartorg,64.147465,-21.936231,Lækjartorgi,Lækjartorgs
90000056,Ráðhúsið,Ráðhúsið,64.14656,-21.942414,Ráðhúsinu,Ráðhússins
90000057,Ráðhúsið,Ráðhúsið,64.146262,-21.941607,Ráðhúsinu,Ráðhússins
90000061,Mýrargata,Mýrargata,64.151683,-21.949006,Mýrargötu,Mýrargötu
90000062,Grandagarður,Grandagarður,64.153109,-21.949784,Grandagarði,Grandagarðs
90000063,Grunnslóð,Grunnslóð,64.154464,-21.947669,Grunnslóð,Grunnslóðar
90000064,Fiskislóð,Fiskislóð,64.155849,-21.945205,Fiskislóð,Fiskislóðar
90000068,Stekkjarbakki,Stekkjarbakki,64.107755,-21.841087,Stekkjarbakka,Stekkjarbakka
90000069,Arnarbakki,Arnarbakki,64.104746,-21.835345,Arnarbakka,Arnarbakka
90000071,Rangársel,Rangársel,64.098158,-21.84683,Rangárseli,Rangársels
90000072,Rangársel,Rangársel,64.098068,-21.846626,Rangárseli,Rangársels
90000073,Eyjabakki,Eyjabakki,64.110278,-21.828902,Eyjabakka,Eyjabakka
90000074,Dvergabakki,Dvergabakki,64.110315,-21.834713,Dvergabakka,Dvergabakka
90000075,Mjódd,Mjódd,64.109702,-21.842643,Mjódd,Mjóddar
90000076,Víkin,Víkin,64.120518,-21.854944,Víkinni,Víkurinnar
90000077,Bústaðakirkja,Bústaðakirkja,64.120819,-21.860312,Bústaðakirkju,Bústaðakirkju
90000078,Ásgarður Fossvogi,Ásgarður Fossvogi,64.121407,-21.865543,Ásgarði Fossvogi,Ásgarðs Fossvogi
90000079,Grímsbær,Grímsbær,64.122632,-21.876022,Grímsbæ,Grímsbæjar
90000080,Furugerði,Furugerði,64.123416,-21.883334,Furugerði,Furugerðis
90000081,Borgarspítalinn,Borgarspítalinn,64.124171,-21.888175,Borgarspítalanum,Borgarspítalans
90000083,RÚV,RÚV,64.125811,-21.888448,RÚV,RÚV
90000084,RÚV,RÚV,64.125855,-21.887883,RÚV,RÚV
90000085,Glæsibær,Glæsibær,64.133969,-21.866965,Glæsibæ,Glæsibæjar
90000086,Stóragerði,Stóragerði,64.131416,-21.883033,Stóragerði,Stóragerðis
90000087,Miðbær,Miðbær,64.133428,-21.882668,Miðbæ,Miðbæjar
90000088,Háaleitisbraut / Múlar,Múlar,64.136689,-21.887231,Múlum,Múla
90000089,Lágmúli,Lágmúli,64.137863,-21.891022,Lágmúla,Lágmúla
90000090,Háteigsvegur / Skipholt,Skipholt,64.137294,-21.898216,Skipholti,Skipholts
90000091,Háteigskirkja,Háteigskirkja,64.138127,-21.904177,Háteigskirkju,Háteigskirkju
90000092,Háteigsvegur / Langahlíð,Langahlíð,64.138844,-21.909262,Lönguhlíð,Lönguhlíðar
90000093,Rauðarárstígur,Rauðarárstígur,64.140247,-21.915138,Rauðarárstíg,Rauðarárstígs
90000094,Þjóðminjasafnið,Þjóðminjasafnið,64.142291,-21.949049,Þjóðminjasafninu,Þjóðminjasafnsins
90000096,Meistaravellir / Grandavegur,Grandavegur,64.14791,-21.960201,Grandavegi,Grandavegar
90000097,Meistaravellir / Flyðrugrandi,Flyðrugrandi,64.147192,-21.963691,Flyðrugranda,Flyðrugranda
90000098,KR,KR,64.146041,-21.965255,KR,KR
90000099,Kaplaskjólsvegur / Ægissíða,Ægissíða,64.144987,-21.969866,Ægissíðu,Ægissíðu
90000114,Kaplaskjól,Kaplaskjól,64.144683,-21.97099,Kaplaskjóli,Kaplaskjóls
90000115,KR,KR,64.146022,-21.96482,KR,KR
90000116,Meistaravellir,Meistaravellir,64.147147,-21.963372,Meistaravöllum,Meistaravalla
90000117,Meistaravellir / Grandavegur,Grandavegur,64.147845,-21.959979,Grandavegi,Grandavegar
90000119,Rauðarárstígur,Rauðarárstígur,64.140139,-21.915417,Rauðarárstíg,Rauðarárstígs
90000120,Háteigsvegur / Langahlíð,Langahlíð,64.138606,-21.908553,Lönguhlíð,Lönguhlíðar
90000121,Háteigskirkja,Háteigskirkja,64.137992,-21.903821,Háteigskirkju,Háteigskirkju
90000122,Háteigsvegur / Bólstaðarhlíð,Bólstaðarhlíð,64.137245,-21.898562,Bólstaðarhlíð,Bólstaðarhlíðar
90000124,Háaleitisbraut / Lágmúli,Lágmúli,64.137737,-21.89164,Lágmúla,Lágmúla
90000125,Háaleitisbraut / Mýri,Mýri,64.136179,-21.887205,Mýri,Mýrar
90000126,Miðbær,Miðbær,64.133848,-21.883877,Miðbæ,Miðbæjar
90000127,Fellsmúli,Fellsmúli,64.131478,-21.883643,fellsmúla,fellsmúla
90000129,Selásbraut / Þverás,Þverás,64.102916,-21.783692,Þverási,Þveráss
90000132,Borgarspítalinn,Borgarspítalinn,64.123797,-21.88669,Borgarspítalanum,Borgarspítalans
90000133,Eyrarland,Eyrarland,64.123012,-21.881728,Eyrarlandi,Eyrarlands
90000134,Grímsbær,Grímsbær,64.122275,-21.874306,Grímsbæ,Grímsbæjar
90000135,Ásgarður Fossvogi,Ásgarður Fossvogi,64.121175,-21.864596,Ásgarði Fossvogi,Ásgarðs Fossvogi
90000136,Bústaðakirkja,Bústaðakirkja,64.12046,-21.858523,Bústaðakirkju,Bústaðakirkju
90000137,Víkin,Víkin,64.120418,-21.852499,Víkinni,Víkurinnar
90000138,Blesugróf,Blesugróf,64.117293,-21.844929,Blesugróf,Blesugrófar
90000139,Dvergabakki,Dvergabakki,64.110215,-21.834442,Dvergabakka,Dvergabakka
90000140,Eyjabakki,Eyjabakki,64.110164,-21.82805,Eyjabakka,Eyjabakka
90000141,Hólabrekkuskóli,Hólabrekkuskóli,64.108002,-21.817555,Hólabrekkuskóla,Hólabrekkuskóla
90000142,Sogavegur / Bústaðavegur,Bústaðavegur,64.120923,-21.853696,Bústaðavegi,Bústaðavegar
90000143,Sogavegur / Bústaðavegur,Bústaðavegur,64.120938,-21.853898,Bústaðavegi,Bústaðavegar
90000144,Arnarbakki / Leirubakki,Leirubakki,64.104907,-21.835333,Leirubakka,Leirubakka
90000145,Stekkjarbakki,Stekkjarbakki,64.108241,-21.840572,Stekkjarbakka,Stekkjarbakka
90000146,Borgarspítali,Borgarspítali,64.123007,-21.8916,Borgarspítala,Borgaspítala
90000148,Hádegismóar,Hádegismóar,64.113864,-21.776368,Hádegismóum,Hádegismóa
90000150,Sogavegur / Grundargerði,Grundargerði,64.127956,-21.870843,Grundargerði,Grundargerðis
90000151,Elliðaárdalur,Elliðaárdalur,64.118984,-21.845509,Elliðaárdal,Elliðaárdals
90000154,Bæjarháls,Bæjarháls,64.120681,-21.808814,Bæjarhálsi,Bæjarháls
90000155,Vogar,Vogar,64.134956,-21.849685,Vogum,Voga
90000156,Holtagarðar,Holtagarðar,64.141338,-21.850282,Holtagörðum,Holtagarða
