90000366,18:50,scraped
90000500,18:50,estimated
90000661,18:51,estimated
90000737,18:52,estimated
90000534,18:54,scraped
90000741,18:54,estimated
90000491,18:54,estimated
90000492,18:55,scraped
90000493,18:55,estimated
90000494,18:56,scraped
90000495,18:56,estimated
90000496,18:57,estimated
90000497,18:57,estimated
90000498,18:58,estimated
90000499,18:59,scraped
90000262,19:00,scraped
90000334,19:00,estimated
90000558,19:01,scraped
90000342,19:01,estimated
90000413,19:02,scraped
90000198,19:02,estimated
90000744,19:03,estimated
90000379,19:04,estimated
90000075,19:09,scraped
90000068,19:09,estimated
10000836,19:11,estimated
10000862,19:13,estimated
10000864,19:14,scraped
10000874,19:16,scraped
10000903,19:16,estimated
10000904,19:17,estimated
10000827,19:19,estimated
13001225,19:20,estimated
13001226,19:21,scraped
13001224,19:21,estimated
13001212,19:21,estimated
13001208,19:22,estimated
13001218,19:22,estimated
13001219,19:23,estimated
13001300,19:24,scraped
