90000116,15:02,scraped
90000117,15:02,estimated
90000169,15:03,estimated
90000170,15:04,estimated
90000172,15:04,estimated
90000173,15:06,scraped
90000256,15:06,estimated
90000257,15:07,estimated
90000204,15:09,scraped
90000178,15:09,estimated
90000175,15:10,estimated
90000297,15:13,estimated
90000298,15:14,scraped
90000292,15:15,estimated
90000295,15:18,scraped
90000030,15:18,estimated
90000031,15:19,estimated
90000032,15:20,estimated
90000033,15:21,scraped
90000034,15:22,estimated
90000224,15:23,estimated
90000225,15:24,scraped
90000395,15:24,estimated
90000396,15:25,estimated
90000018,15:29,scraped
90000018,15:31,scraped
90000600,15:31,estimated
16040604,15:37,estimated
16040606,15:37,estimated
16040616,15:38,scraped
16040607,15:39,estimated
16040608,15:39,estimated
16040609,15:41,scraped
16040610,15:42,estimated
16040611,15:43,estimated
16040612,15:44,scraped
16040613,15:44,estimated
16040650,15:45,estimated
16040655,15:47,estimated
16040614,15:48,estimated
16040615,15:49,scraped
