90000200,14:20,scraped
90000201,14:20,estimated
90000329,14:21,estimated
90000203,14:21,estimated
90000206,14:22,estimated
90000207,14:23,estimated
90000226,14:24,scraped
90000227,14:24,estimated
90000003,14:26,estimated
90000004,14:28,scraped
90000001,14:28,estimated
90000002,14:29,estimated
90000027,14:30,estimated
90000028,14:31,estimated
90000295,14:33,scraped
90000030,14:34,estimated
90000181,14:34,estimated
90000182,14:36,scraped
90000183,14:36,estimated
90000184,14:37,estimated
90000185,14:38,estimated
90000627,14:39,estimated
90000628,14:40,scraped
90000159,14:42,estimated
90000191,14:43,scraped
90000193,14:44,estimated
90000138,14:48,estimated
90000075,14:50,scraped
90000075,14:51,scraped
90000068,14:51,estimated
90000069,14:53,estimated
90000724,14:54,scraped
90000725,14:54,estimated
90000726,14:56,estimated
90000727,14:57,estimated
90000343,14:58,scraped
90000344,14:59,estimated
90000444,15:00,estimated
90000445,15:01,estimated
90000446,15:03,scraped
90000141,15:03,estimated
90000348,15:07,scraped
90000260,15:09,estimated
90000261,15:11,estimated
90000421,15:12,scraped
