90000277,17:08,scraped
90000278,17:08,estimated
90000279,17:09,estimated
90000280,17:09,estimated
90000281,17:11,scraped
90000179,17:12,estimated
90000180,17:12,estimated
90000057,17:14,scraped
90000004,17:16,scraped
90000001,17:16,estimated
90000002,17:17,estimated
90000027,17:18,estimated
90000028,17:19,estimated
90000295,17:21,scraped
90000119,17:22,estimated
90000259,17:23,scraped
90000282,17:23,estimated
90000283,17:24,estimated
90000284,17:25,estimated
90000285,17:27,scraped
90000286,17:28,estimated
90000287,17:30,scraped
90000083,17:31,estimated
90000231,17:32,estimated
90000232,17:33,scraped
