,,,,,90000421,90000353,90000354,90000379,90000522,90000524,90000525,90000526,90000380,90000381,90000382,90000383,90000384,90000385,90000386,90000387,90000389,90000144,90000145,90000075,90000075,90000151,90000155,90000156,90000157,90000629,90000188,90000187,90000162,90000163,90000164,90000165,90000166,90000050,90000295,90000052,90000053,90000054,90000055,90000056,90000094,90000246,90000256,90000257,90000258,90000327,90000202,90000200
From (time),To (time),Every (minutes),Days,Schedule Type,Breiðhöfði / Ártún,Bíldshöfði / Vagnshöfði,Bíldshöfði / Höfðabakki,Árbæjarsafn,Hólabrekkuskóli,Gerðuberg,Norðurfell / Austurberg,Fellaskóli,Vesturberg / Suðurhólar,Vesturberg,Vesturberg / Norðurfell,Norðurfell / Æsufell,Suðurfell,Seljabraut / Flúðasel,Seljabraut,Seljabraut / Engjasel,Seljabraut / Seljaskógar,Arnarbakki / Leirubakki,Stekkjarbakki,Mjódd,Mjódd,Elliðaárdalur,Vogar,Holtagarðar,Sæbraut / Sægarðar,Kleppsvegur / Hjallavegur,Hrafnista,Dalbraut,Laugarnestangi,Kirkjusandur,Laugarnesvegur / Borgartún,Hótel Cabin,Nóatún,Fíladelfía,Hlemmur,Barónsstígur,Frakkastígur,Þjóðleikhúsið,Lækjartorg,Ráðhúsið,Þjóðminjasafnið,Háskólabíó,Suðurgata / Hjarðarhagi,Skerjagarðar,Einarsnes / Bauganes,Einarsnes,Skeljanes / Bauganes,Skeljanes
6:37:00,,,weekdays,A,,,,,,0,0,1,,,,1,1,1,1,0,1,1,2,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,1,1,1,0,0,1
6:44:00,8:29:00,15,weekdays,A,0,1,1,1,4,1,0,1,,,,1,1,1,1,0,1,1,2,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,1,1,1,0,0,1
8:59:00,13:59:00,30,weekdays,A,0,1,1,1,4,1,0,1,,,,1,1,1,1,0,1,1,2,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,1,1,1,0,0,1
14:14:00,17:59:00,15,weekdays,A,0,1,1,1,4,1,0,1,,,,1,1,1,1,0,1,1,2,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,1,1,1,0,0,1
18:35:00,22:35:00,30,weekdays,B,0,1,1,1,,,,,2,1,0,1,1,1,0,1,0,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,1,1,1,0,0,1
7:35:00,23:05:00,30,saturdays,B,0,1,1,1,,,,,2,1,0,1,1,1,0,1,0,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,1,1,1,0,0,1
11:35:00,23:05:00,30,sundays,B,0,1,1,1,,,,,2,1,0,1,1,1,0,1,0,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,1,1,1,0,0,1
